adamsmith_star,embulk_star,google_star,guillaume_star,iven_star,microsoft_star,oleiade_star,pandas_star,yang_star,zhn_star
0.0,0.499392542347802,1.224497281422738,0.3086296012980366,1.306345600391461,0.9951096728719334,1.1093414736182066,1.0762152796949687,1.09671241657793,0.4679317840157767
0.499392542347802,0.0,0.9397103163204412,0.3351077202052573,1.030165867072377,0.8359049028332702,0.9311500944400177,0.748143420495125,0.8516991860780727,0.2254856877505276
1.224497281422738,0.9397103163204412,0.0,1.0378922226058602,0.6575211510202473,0.7475346158121547,0.7136586724127392,0.748806999649955,0.6549485773608568,1.1198360210700613
0.3086296012980366,0.3351077202052573,1.0378922226058602,0.0,1.1159056301138497,0.9052948867772209,0.9971939048580826,0.9223216713152844,0.9592019775099095,0.36998003536445895
1.306345600391461,1.030165867072377,0.6575211510202473,1.1159056301138497,0.0,0.39850291332404947,0.545225204838817,0.7002895711600924,0.41954098340492996,1.1802074463332652
0.9951096728719334,0.8359049028332702,0.7475346158121547,0.9052948867772209,0.39850291332404947,0.0,0.3888702472465873,0.9598747398923856,0.425011956490207,0.9493687782164972
1.1093414736182066,0.9311500944400177,0.7136586724127392,0.9971939048580826,0.545225204838817,0.3888702472465873,0.0,1.1506494437331658,0.5721465756783876,1.0501506230632562
1.0762152796949687,0.748143420495125,0.748806999649955,0.9223216713152844,0.7002895711600924,0.9598747398923856,1.1506494437331658,0.0,0.8554186684370716,0.9898435965563556
1.09671241657793,0.8516991860780727,0.6549485773608568,0.9592019775099095,0.41954098340492996,0.425011956490207,0.5721465756783876,0.8554186684370716,0.0,1.028610335473097
0.4679317840157767,0.2254856877505276,1.1198360210700613,0.36998003536445895,1.1802074463332652,0.9493687782164972,1.0501506230632562,0.9898435965563556,1.028610335473097,0.0
