adamsmith_mth,embulk_mth,google_mth,guillaume_mth,iven_mth,microsoft_mth,oleiade_mth,pandas_mth,yang_mth,zhn_mth
0.0,6.896987659126468,6.361665937036225,0.0,2.503969501261204,2.209630647889854,3.6588801573783654,10.222556147433604,3.797497950223898,1.8851088726763345
6.896987659126468,0.0,0.6681435482567197,6.896987659126468,0.4943276355243283,0.700625498685585,0.4953430037591227,0.5466900918378239,1.0339864273408534,1.1854746019786613
6.361665937036225,0.6681435482567197,0.0,6.361665937036225,0.6553340725530135,0.9738341064387432,0.550339238640419,0.7407435742187886,1.2867944789943964,1.2803118088490852
0.0,6.896987659126468,6.361665937036225,0.0,2.503969501261204,2.209630647889854,3.6588801573783654,10.222556147433604,3.797497950223898,1.8851088726763345
2.503969501261204,0.4943276355243283,0.6553340725530135,2.503969501261204,0.0,0.6024219773484887,0.379931018410613,0.7871286157591861,1.026719352703274,1.1723850984402011
2.209630647889854,0.700625498685585,0.9738341064387432,2.209630647889854,0.6024219773484887,0.0,0.5787331771099691,0.9545878883807127,0.8845126540478443,0.8853845832003813
3.6588801573783654,0.4953430037591227,0.550339238640419,3.6588801573783654,0.379931018410613,0.5787331771099691,0.0,0.6232466963772928,1.0894232771858618,1.1596637507493948
10.222556147433604,0.5466900918378239,0.7407435742187886,10.222556147433604,0.7871286157591861,0.9545878883807127,0.6232466963772928,0.0,1.07004436817125,1.0798227286569484
3.797497950223898,1.0339864273408534,1.2867944789943964,3.797497950223898,1.026719352703274,0.8845126540478443,1.0894232771858618,1.07004436817125,0.0,0.2934646659998072
1.8851088726763345,1.1854746019786613,1.2803118088490852,1.8851088726763345,1.1723850984402011,0.8853845832003813,1.1596637507493948,1.0798227286569484,0.2934646659998072,0.0
